year,month,weekday,open,high,low,close,volume,pre_open,pre_open_2,pre_high,pre_high_2,pre_low,pre_low_2,pre_close,pre_close_2,pre_vol,pre_vol_2,pre_average,pre_average_2,average,tomorrows_average,target
2021,December,Wednesday,656.7099844240882,659.1045147856042,649.9253903876483,652.120361328125,750597.0,653.5171428214168,638.9502858139858,657.1089684079034,648.9276477979831,647.7302856445312,638.551166975832,647.7302856445312,648.7280883789062,940492.0,842501.0,650.623714232974,643.839187096446,654.4151728761067,651.0228950801575,0
2021,December,Thursday,653.1181168204712,654.1158530581419,648.328995059049,648.9276733398438,561304.0,656.7099844240882,653.5171428214168,659.1045147856042,657.1089684079034,649.9253903876483,647.7302856445312,652.120361328125,647.7302856445312,750597.0,940492.0,654.4151728761067,650.623714232974,651.0228950801575,649.2269729174031,0
2021,December,Friday,646.7326323582437,651.7213134765625,646.7326323582437,651.7213134765625,296702.0,653.1181168204712,656.7099844240882,654.1158530581419,659.1045147856042,648.328995059049,649.9253903876483,648.9276733398438,652.120361328125,561304.0,750597.0,651.0228950801575,654.4151728761067,649.2269729174031,658.7054199456406,1
2022,January,Tuesday,656.5103882311249,663.4945412974134,653.6448807453007,660.9004516601562,1662000.0,646.7326323582437,653.1181168204712,651.7213134765625,654.1158530581419,646.7326323582437,648.328995059049,651.7213134765625,648.9276733398438,296702.0,561304.0,649.2269729174031,651.0228950801575,658.7054199456406,659.3040716535664,1
2022,January,Wednesday,660.3018078579141,668.0841380724293,658.3063354492188,658.3063354492188,1455309.0,656.5103882311249,646.7326323582437,663.4945412974134,651.7213134765625,653.6448807453007,646.7326323582437,660.9004516601562,651.7213134765625,1662000.0,296702.0,658.7054199456406,649.2269729174031,659.3040716535664,654.4151902934635,0
2022,January,Thursday,651.3222018759895,663.2950366931842,649.3267294064572,657.5081787109375,2834359.0,660.3018078579141,656.5103882311249,668.0841380724293,663.4945412974134,658.3063354492188,653.6448807453007,658.3063354492188,660.9004516601562,1455309.0,1662000.0,659.3040716535664,658.7054199456406,654.4151902934635,661.9979304071683,1
2022,January,Friday,655.5126454823053,669.2813920664643,655.5126454823053,668.4832153320312,2323745.0,651.3222018759895,660.3018078579141,663.2950366931842,668.0841380724293,649.3267294064572,658.3063354492188,657.5081787109375,658.3063354492188,2834359.0,1455309.0,654.4151902934635,659.3040716535664,661.9979304071683,669.6804903863945,1
2022,January,Monday,671.2768743274764,671.4764337382959,663.494544481377,668.0841064453125,1411283.0,655.5126454823053,651.3222018759895,669.2813920664643,663.2950366931842,655.5126454823053,649.3267294064572,668.4832153320312,657.5081787109375,2323745.0,2834359.0,661.9979304071683,654.4151902934635,669.6804903863945,690.9323010966725,1
2022,January,Tuesday,698.4153224081889,699.8121774117985,680.4560712605497,683.4492797851562,3523921.0,671.2768743274764,655.5126454823053,671.4764337382959,669.2813920664643,663.494544481377,655.5126454823053,668.0841064453125,668.4832153320312,1411283.0,2323745.0,669.6804903863945,661.9979304071683,690.9323010966725,678.9594669982464,0
2022,January,Wednesday,674.4696542113367,686.4424883097628,663.2251480335302,683.4492797851562,10040337.0,698.4153224081889,671.2768743274764,699.8121774117985,671.4764337382959,680.4560712605497,663.494544481377,683.4492797851562,668.0841064453125,3523921.0,1411283.0,690.9323010966725,669.6804903863945,678.9594669982464,685.0456081952861,1
2022,January,Thursday,685.6442559413537,689.6352003171509,677.2632483933882,684.4469604492188,6198046.0,674.4696542113367,698.4153224081889,686.4424883097628,699.8121774117985,663.2251480335302,680.4560712605497,683.4492797851562,683.4492797851562,10040337.0,3523921.0,678.9594669982464,690.9323010966725,685.0456081952861,677.4628240084578,0
2022,January,Friday,678.4605601262906,688.4379213046184,676.465087890625,676.465087890625,13876739.0,685.6442559413537,674.4696542113367,689.6352003171509,686.4424883097628,677.2632483933882,663.2251480335302,684.4469604492188,683.4492797851562,6198046.0,10040337.0,685.0456081952861,678.9594669982464,677.4628240084578,682.9503563082949,1
2022,January,Monday,681.4537521673709,687.6397281292523,677.8619265879448,684.4469604492188,5599638.0,678.4605601262906,685.6442559413537,688.4379213046184,689.6352003171509,676.465087890625,677.2632483933882,676.465087890625,684.4469604492188,13876739.0,6198046.0,677.4628240084578,685.0456081952861,682.9503563082949,691.5309057847658,1
2022,January,Tuesday,683.2496777804691,702.8053421270876,678.8596754228867,699.8121337890625,5494379.0,681.4537521673709,678.4605601262906,687.6397281292523,688.4379213046184,677.8619265879448,676.465087890625,684.4469604492188,676.465087890625,5599638.0,13876739.0,682.9503563082949,677.4628240084578,691.5309057847658,697.6171414695068,1
2022,January,Wednesday,698.2157892866699,701.009438502107,691.4311952214696,697.0184936523438,3803661.0,683.2496777804691,681.4537521673709,702.8053421270876,687.6397281292523,678.8596754228867,677.8619265879448,699.8121337890625,684.4469604492188,5494379.0,5599638.0,691.5309057847658,682.9503563082949,697.6171414695068,695.9209416650524,0
2022,January,Thursday,695.821192412136,700.6103135947362,688.8370395925585,696.0206909179688,2837490.0,698.2157892866699,683.2496777804691,701.009438502107,702.8053421270876,691.4311952214696,678.8596754228867,697.0184936523438,699.8121337890625,3803661.0,5494379.0,697.6171414695068,691.5309057847658,695.9209416650524,683.7485662212927,0
2022,January,Friday,688.0388194543041,689.8347932282458,669.8800703798381,679.4583129882812,2766253.0,695.821192412136,698.2157892866699,700.6103135947362,701.009438502107,688.8370395925585,691.4311952214696,696.0206909179688,697.0184936523438,2837490.0,3803661.0,695.9209416650524,697.6171414695068,683.7485662212927,666.2881891700354,0
