year,open,high,low,close,volume,weekday_Friday,weekday_Monday,weekday_Tuesday,weekday_Wednesday,weekday_Thursday,weekday_Sunday,pre_open,pre_open_2,pre_high,pre_high_2,pre_low,pre_low_2,pre_close,pre_close_2,pre_vol,pre_vol_2,pre_average,pre_average_2,average,tomorrows_average,target
2015,624.5222033943611,640.1447385049931,624.5222033943611,635.1913452148438,356404,0,0,0,0,1,0,634.4292843685217,626.0464702243243,635.1913963976017,635.5724760804728,629.4757690429688,626.0464702243243,629.4757690429688,634.8104248046875,199611.0,732355.0,631.9525267057452,630.4284475145059,629.8567743046024,635.5724385076367,1
2015,634.4293008433984,638.620643430579,632.5241119484245,636.715576171875,589688,1,0,0,0,0,0,624.5222033943611,634.4292843685217,640.1447385049931,635.1913963976017,624.5222033943611,629.4757690429688,635.1913452148438,629.4757690429688,356404.0,199611.0,629.8567743046024,631.9525267057452,635.5724385076367,633.6673011608266,0
2015,636.334602321653,638.2396697353322,630.6570465092027,631.0,211314,0,1,0,0,0,0,634.4293008433984,624.5222033943611,638.620643430579,640.1447385049931,632.5241119484245,624.5222033943611,636.715576171875,635.1913452148438,589688.0,356404.0,635.5724385076367,629.8567743046024,633.6673011608266,639.9543067568231,1
2015,640.1448195683337,644.3362838759751,629.4757980330597,639.7637939453125,434209,0,0,1,0,0,0,636.334602321653,634.4293008433984,638.2396697353322,638.620643430579,630.6570465092027,632.5241119484245,631.0,636.715576171875,211314.0,589688.0,633.6673011608266,635.5724385076367,639.9543067568231,637.8585984043634,0
2015,637.4775727852893,642.4310882876588,630.2379035684756,638.2396240234375,451514,0,0,0,1,0,0,640.1448195683337,636.334602321653,644.3362838759751,638.2396697353322,629.4757980330597,630.6570465092027,639.7637939453125,631.0,434209.0,211314.0,639.9543067568231,633.6673011608266,637.8585984043634,636.3345201474398,0
2015,635.9534641230046,642.0500564232939,635.191412892269,636.715576171875,741047,0,0,0,0,1,0,637.4775727852893,640.1448195683337,642.4310882876588,644.3362838759751,630.2379035684756,629.4757980330597,638.2396240234375,639.7637939453125,451514.0,434209.0,637.8585984043634,639.9543067568231,636.3345201474398,642.4311044866164,1
2015,639.382777820889,645.4794311523438,635.1914350872537,645.4794311523438,522164,1,0,0,0,0,0,635.9534641230046,637.4775727852893,642.0500564232939,642.4310882876588,635.191412892269,630.2379035684756,636.715576171875,638.2396240234375,741047.0,451514.0,636.3345201474398,637.8585984043634,642.4311044866164,647.7656860351562,1
2015,647.7656860351562,650.8140128904969,643.5742822226684,647.7656860351562,549153,0,1,0,0,0,0,639.382777820889,635.9534641230046,645.4794311523438,642.0500564232939,635.1914350872537,635.191412892269,645.4794311523438,636.715576171875,522164.0,741047.0,642.4311044866164,636.3345201474398,647.7656860351562,647.1941138904997,0
2015,647.3846267067808,649.2898156877283,645.5412289537155,647.0036010742188,954426,0,0,1,0,0,0,647.7656860351562,639.382777820889,650.8140128904969,645.4794311523438,643.5742822226684,635.1914350872537,647.7656860351562,645.4794311523438,549153.0,522164.0,647.7656860351562,642.4311044866164,647.1941138904997,652.719126323721,1
2015,650.4328815536918,658.815748634733,647.7655807841251,655.00537109375,515601,0,0,0,1,0,0,647.3846267067808,647.7656860351562,649.2898156877283,650.8140128904969,645.5412289537155,643.5742822226684,647.0036010742188,647.7656860351562,954426.0,549153.0,647.1941138904997,647.7656860351562,652.719126323721,654.433890397921,1
2015,654.6244336278731,656.4076214677066,651.1950203975686,654.2433471679688,681663,0,0,0,0,1,0,650.4328815536918,647.3846267067808,658.815748634733,649.2898156877283,647.7655807841251,645.5412289537155,655.00537109375,647.0036010742188,515601.0,954426.0,652.719126323721,647.1941138904997,654.433890397921,659.1968771132924,1
2015,664.5313885039286,664.5313885039286,643.4142344377019,653.8623657226562,838456,1,0,0,0,0,0,654.6244336278731,650.4328815536918,656.4076214677066,658.815748634733,651.1950203975686,647.7655807841251,654.2433471679688,655.00537109375,681663.0,515601.0,654.433890397921,652.719126323721,659.1968771132924,648.7183136255933,0
2015,645.4794739308742,657.6727205837423,643.7266951046377,651.9571533203125,552810,0,1,0,0,0,0,664.5313885039286,654.6244336278731,664.5313885039286,656.4076214677066,643.4142344377019,651.1950203975686,653.8623657226562,654.2433471679688,838456.0,681663.0,659.1968771132924,654.433890397921,648.7183136255933,646.0510177221574,0
2015,649.6708831005648,653.8623477827123,641.2880145544113,642.43115234375,315495,0,0,1,0,0,0,645.4794739308742,664.5313885039286,657.6727205837423,664.5313885039286,643.7266951046377,643.4142344377019,651.9571533203125,653.8623657226562,552810.0,838456.0,648.7183136255933,659.1968771132924,646.0510177221574,643.7647381881909,0
2015,642.4310877045067,645.8604399093314,640.0008558292058,645.098388671875,505363,0,0,0,1,0,0,649.6708831005648,645.4794739308742,653.8623477827123,657.6727205837423,641.2880145544113,643.7266951046377,642.43115234375,651.9571533203125,315495.0,552810.0,646.0510177221574,648.7183136255933,643.7647381881909,648.9088495904683,1
2015,643.9553334582804,653.8623657226562,643.9553334582804,653.8623657226562,621926,0,0,0,0,1,0,642.4310877045067,649.6708831005648,645.8604399093314,653.8623477827123,640.0008558292058,641.2880145544113,645.098388671875,642.43115234375,505363.0,315495.0,643.7647381881909,646.0510177221574,648.9088495904683,653.2907461120872,1
2015,653.8623149780807,655.0054527100675,647.9562047263795,652.7191772460938,545620,1,0,0,0,0,0,643.9553334582804,642.4310877045067,653.8623657226562,645.8604399093314,643.9553334582804,640.0008558292058,653.8623657226562,645.098388671875,621926.0,505363.0,648.9088495904683,643.7647381881909,653.2907461120872,652.1475911224735,0
2015,648.5277261902595,657.6726449233194,648.5277261902595,655.7674560546875,2106910,0,1,0,0,0,0,653.8623149780807,643.9553334582804,655.0054527100675,653.8623657226562,647.9562047263795,643.9553334582804,652.7191772460938,653.8623657226562,545620.0,621926.0,653.2907461120872,648.9088495904683,652.1475911224735,649.2898023646491,0
2015,658.0537258230481,658.0537258230481,639.3827412674211,640.52587890625,706134,0,0,1,0,0,0,648.5277261902595,653.8623149780807,657.6726449233194,655.0054527100675,648.5277261902595,647.9562047263795,655.7674560546875,652.7191772460938,2106910.0,545620.0,652.1475911224735,653.2907461120872,649.2898023646491,641.8594989394614,0
2015,643.1931189726728,645.0983686434322,635.9534499872015,640.52587890625,474115,0,0,0,1,0,0,658.0537258230481,648.5277261902595,658.0537258230481,657.6726449233194,639.3827412674211,648.5277261902595,640.52587890625,655.7674560546875,706134.0,2106910.0,649.2898023646491,652.1475911224735,641.8594989394614,643.574251813598,1
2015,639.3828175920398,647.7656860351562,639.0017919396574,647.7656860351562,498648,0,0,0,0,1,0,643.1931189726728,658.0537258230481,645.0983686434322,658.0537258230481,635.9534499872015,639.3827412674211,640.52587890625,640.52587890625,474115.0,706134.0,641.8594989394614,649.2898023646491,643.574251813598,650.0518897697484,1
2015,647.7656447738718,658.2746539333227,646.2414814432874,652.338134765625,636554,1,0,0,0,0,0,639.3828175920398,643.1931189726728,647.7656860351562,645.0983686434322,639.0017919396574,635.9534499872015,647.7656860351562,640.52587890625,498648.0,474115.0,643.574251813598,641.8594989394614,650.0518897697484,660.5305049859087,1
2015,658.0538078233798,666.0555290197454,649.2898528638342,663.0072021484375,1010093,0,1,0,0,0,0,647.7656447738718,639.3828175920398,658.2746539333227,647.7656860351562,646.2414814432874,639.0017919396574,652.338134765625,647.7656860351562,636554.0,498648.0,650.0518897697484,643.574251813598,660.5305049859087,652.719258311025,0
2015,651.5761508993938,665.2935006571116,649.670900925508,653.8623657226562,998972,0,0,1,0,0,0,658.0538078233798,647.7656447738718,666.0555290197454,658.2746539333227,649.2898528638342,646.2414814432874,663.0072021484375,652.338134765625,1010093.0,636554.0,660.5305049859087,650.0518897697484,652.719258311025,654.2433738269732,1
2015,651.5761031226964,667.5796665302183,636.0143834935557,656.91064453125,2083351,0,0,0,1,0,0,651.5761508993938,658.0538078233798,665.2935006571116,666.0555290197454,649.670900925508,649.2898528638342,653.8623657226562,663.0072021484375,998972.0,1010093.0,652.719258311025,660.5305049859087,654.2433738269732,659.1967608043329,1
2015,663.0071080344471,663.0071080344471,651.1949495166142,655.3864135742188,2107209,0,0,0,0,1,0,651.5761031226964,651.5761508993938,667.5796665302183,665.2935006571116,636.0143834935557,649.670900925508,656.91064453125,653.8623657226562,2083351.0,998972.0,654.2433738269732,652.719258311025,659.1967608043329,667.389177630693,1
2015,658.053745886386,712.5421730600306,653.8622816283091,676.724609375,8202773,1,0,0,0,0,0,663.0071080344471,651.5761031226964,663.0071080344471,667.5796665302183,651.1949495166142,636.0143834935557,655.3864135742188,656.91064453125,2107209.0,2083351.0,659.1967608043329,654.2433738269732,667.389177630693,675.5815162179788,1
2015,678.2487868304888,685.145563533113,669.4848325128095,672.9142456054688,1157390,0,1,0,0,0,0,658.053745886386,663.0071080344471,712.5421730600306,663.0071080344471,653.8622816283091,651.1949495166142,676.724609375,655.3864135742188,8202773.0,2107209.0,667.389177630693,659.1967608043329,675.5815162179788,675.200497265533,0
2015,675.9625790037223,677.486742480101,671.3901493927292,674.4384155273438,1129576,0,0,1,0,0,0,678.2487868304888,658.053745886386,685.145563533113,712.5421730600306,669.4848325128095,653.8622816283091,672.9142456054688,676.724609375,1157390.0,8202773.0,675.5815162179788,667.389177630693,675.200497265533,674.8194345559662,0
2015,676.7246235064636,678.2563282794406,672.1521335343878,672.9142456054688,2534834,0,0,0,1,0,0,675.9625790037223,678.2487868304888,677.486742480101,685.145563533113,671.3901493927292,669.4848325128095,674.4384155273438,672.9142456054688,1129576.0,1157390.0,675.200497265533,675.5815162179788,674.8194345559662,651.3855345953506,0
2015,658.8158079602324,662.3823051172193,642.0500722884175,643.9552612304688,1695794,0,0,0,0,1,0,676.7246235064636,675.9625790037223,678.2563282794406,677.486742480101,672.1521335343878,671.3901493927292,672.9142456054688,674.4384155273438,2534834.0,1129576.0,674.8194345559662,675.200497265533,651.3855345953506,638.0492173623165,0
2015,641.6690524004143,647.6453471973477,630.6190040448978,634.4293823242188,910780,1,0,0,0,0,0,658.8158079602324,676.7246235064636,662.3823051172193,678.2563282794406,642.0500722884175,672.1521335343878,643.9552612304688,672.9142456054688,1695794.0,2534834.0,651.3855345953506,674.8194345559662,638.0492173623165,633.0956506399764,0
2015,632.9051074322964,641.5393968198204,630.6188930307974,633.2861938476562,1002994,0,0,0,0,0,1,641.6690524004143,658.8158079602324,647.6453471973477,662.3823051172193,630.6190040448978,642.0500722884175,634.4293823242188,643.9552612304688,910780.0,1695794.0,638.0492173623165,651.3855345953506,633.0956506399764,625.2844010018673,0
2015,630.618972902172,637.659037486206,619.9498291015625,619.9498291015625,1173659,0,1,0,0,0,0,632.9051074322964,641.6690524004143,641.5393968198204,647.6453471973477,630.6188930307974,630.6190040448978,633.2861938476562,634.4293823242188,1002994.0,910780.0,633.0956506399764,638.0492173623165,625.2844010018673,622.0455098955626,0
2015,618.4256145176879,629.856808663172,614.302813983905,625.6654052734375,913047,0,0,1,0,0,0,630.618972902172,632.9051074322964,637.659037486206,641.5393968198204,619.9498291015625,630.6188930307974,619.9498291015625,633.2861938476562,1173659.0,1002994.0,625.2844010018673,633.0956506399764,622.0455098955626,630.8093991247049,1
2015,629.8567743236284,631.7620239257812,624.9032591579202,631.7620239257812,838296,0,0,0,1,0,0,618.4256145176879,630.618972902172,629.856808663172,637.659037486206,614.302813983905,619.9498291015625,625.6654052734375,619.9498291015625,913047.0,1173659.0,622.0455098955626,625.2844010018673,630.8093991247049,637.6681193741636,1
2015,636.334529763952,641.2879234200134,634.8103665341487,639.001708984375,910224,0,1,0,0,0,0,629.8567743236284,618.4256145176879,631.7620239257812,629.856808663172,624.9032591579202,614.302813983905,631.7620239257812,625.6654052734375,838296.0,913047.0,630.8093991247049,622.0455098955626,637.6681193741636,636.7155215471412,0
2015,635.191419070845,642.0577257536611,635.191419070845,638.2396240234375,709042,0,0,1,0,0,0,636.334529763952,629.8567743236284,641.2879234200134,631.7620239257812,634.8103665341487,624.9032591579202,639.001708984375,631.7620239257812,910224.0,838296.0,637.6681193741636,630.8093991247049,636.7155215471412,641.4785300184853,1
2015,636.334562478377,649.2897985524106,636.334562478377,646.6224975585938,627449,0,0,0,1,0,0,635.191419070845,636.334529763952,642.0577257536611,641.2879234200134,635.191419070845,634.8103665341487,638.2396240234375,639.001708984375,709042.0,910224.0,636.7155215471412,637.6681193741636,641.4785300184853,652.7191094828809,1
2015,650.8138903524806,654.6243286132812,645.2355298883822,654.6243286132812,645378,0,0,0,0,1,0,636.334562478377,635.191419070845,649.2897985524106,642.0577257536611,636.334562478377,635.191419070845,646.6224975585938,638.2396240234375,627449.0,709042.0,641.4785300184853,636.7155215471412,652.7191094828809,652.5287222102837,0
2015,653.1002911002549,655.3865058419985,650.8140155403701,651.9571533203125,491832,0,0,0,0,0,1,650.8138903524806,636.334562478377,654.6243286132812,649.2897985524106,645.2355298883822,636.334562478377,654.6243286132812,646.6224975585938,645378.0,627449.0,652.7191094828809,641.4785300184853,652.5287222102837,649.2897574789151,0
2015,647.3845686687677,654.6243591290865,647.3845686687677,651.1949462890625,2508814,0,1,0,0,0,0,653.1002911002549,650.8138903524806,655.3865058419985,654.6243286132812,650.8140155403701,645.2355298883822,651.9571533203125,654.6243286132812,491832.0,645378.0,652.5287222102837,652.7191094828809,649.2897574789151,652.7191095008069,1
2015,654.2432727125513,654.2432727125513,647.7655942671706,651.1949462890625,448068,0,0,1,0,0,0,647.3845686687677,653.1002911002549,654.6243591290865,655.3865058419985,647.3845686687677,650.8140155403701,651.1949462890625,651.9571533203125,2508814.0,491832.0,649.2897574789151,652.5287222102837,652.7191095008069,647.5751395230617,0
2015,648.1466779719046,650.4329534035519,645.7842582318827,647.0036010742188,659662,0,0,0,1,0,0,654.2432727125513,647.3845686687677,654.2432727125513,654.6243591290865,647.7655942671706,647.3845686687677,651.1949462890625,651.1949462890625,448068.0,2508814.0,652.7191095008069,649.2897574789151,647.5751395230617,645.4793466082483,0
2015,650.8139178258717,651.1949434225976,636.7155450200926,640.144775390625,603402,0,0,0,0,1,0,648.1466779719046,654.2432727125513,650.4329534035519,654.2432727125513,645.7842582318827,647.7655942671706,647.0036010742188,651.1949462890625,659662.0,448068.0,647.5751395230617,652.7191095008069,645.4793466082483,640.335335693734,0
2015,640.144792481218,646.4975506246461,639.3827412674211,640.52587890625,735505,0,0,0,0,0,1,650.8139178258717,648.1466779719046,651.1949434225976,650.4329534035519,636.7155450200926,645.7842582318827,640.144775390625,647.0036010742188,603402.0,659662.0,645.4793466082483,647.5751395230617,640.335335693734,643.7648029616216,1
2015,645.0984535794931,648.5278061293676,637.0966715085469,642.43115234375,885471,0,1,0,0,0,0,640.144792481218,650.8139178258717,646.4975506246461,651.1949434225976,639.3827412674211,636.7155450200926,640.52587890625,640.144775390625,735505.0,603402.0,640.335335693734,645.4793466082483,643.7648029616216,641.4785409835886,0
2015,640.9069721038958,646.6225392645432,637.4776196438793,642.0501098632812,588896,0,0,1,0,0,0,645.0984535794931,640.144792481218,648.5278061293676,646.4975506246461,637.0966715085469,639.3827412674211,642.43115234375,640.52587890625,885471.0,735505.0,643.7648029616216,640.335335693734,641.4785409835886,643.0027043900559,1
2015,643.9552989168304,643.9552989168304,639.3828086974285,642.0501098632812,589024,0,0,0,1,0,0,640.9069721038958,645.0984535794931,646.6225392645432,648.5278061293676,637.4776196438793,637.0966715085469,642.0501098632812,642.43115234375,588896.0,885471.0,641.4785409835886,643.7648029616216,643.0027043900559,641.0974474083237,0
2015,638.2396335861786,658.4347823354494,636.5021202462864,643.9552612304688,690322,0,0,0,0,1,0,643.9552989168304,640.9069721038958,643.9552989168304,646.6225392645432,639.3828086974285,637.4776196438793,642.0501098632812,642.0501098632812,589024.0,588896.0,643.0027043900559,641.4785409835886,641.0974474083237,643.3836581310173,1
2015,640.1448187034409,653.1002372318826,640.1448187034409,646.6224975585938,512102,0,0,0,0,0,1,638.2396335861786,643.9552989168304,658.4347823354494,643.9552989168304,636.5021202462864,639.3828086974285,643.9552612304688,642.0501098632812,690322.0,589024.0,641.0974474083237,643.0027043900559,643.3836581310173,645.6699920650917,1
2015,648.9088317864333,648.9088317864333,639.3828254509413,642.43115234375,654643,0,1,0,0,0,0,640.1448187034409,638.2396335861786,653.1002372318826,658.4347823354494,640.1448187034409,636.5021202462864,646.6224975585938,643.9552612304688,512102.0,690322.0,643.3836581310173,641.0974474083237,645.6699920650917,639.3827481712433,0
2015,640.1448298385802,648.5277585883558,633.28624687789,638.6206665039062,656396,0,0,1,0,0,0,648.9088317864333,640.1448187034409,648.9088317864333,653.1002372318826,639.3828254509413,640.1448187034409,642.43115234375,646.6224975585938,654643.0,512102.0,645.6699920650917,643.3836581310173,639.3827481712433,639.1922990686933,0
2015,635.572464348324,643.5742458689184,635.572464348324,642.8121337890625,630963,0,0,0,1,0,0,640.1448298385802,648.9088317864333,648.5277585883558,648.9088317864333,633.28624687789,639.3828254509413,638.6206665039062,642.43115234375,656396.0,654643.0,639.3827481712433,645.6699920650917,639.1922990686933,638.2396474069959,0
2015,636.3345194233668,641.2879129989344,629.765309717901,640.144775390625,312381,0,0,0,0,1,0,635.572464348324,640.1448298385802,643.5742458689184,648.5277585883558,635.572464348324,633.28624687789,642.8121337890625,638.6206665039062,630963.0,656396.0,639.1922990686933,639.3827481712433,638.2396474069959,634.4293430826826,0
2015,640.1448800130215,644.3363447164355,628.7138061523438,628.7138061523438,946539,0,1,0,0,0,0,636.3345194233668,635.572464348324,641.2879129989344,643.5742458689184,629.765309717901,635.572464348324,640.144775390625,642.8121337890625,312381.0,630963.0,638.2396474069959,639.1922990686933,634.4293430826826,629.6663255580909,0
2015,626.8085422294631,634.8103842041287,625.6654045707581,632.5241088867188,934011,0,0,1,0,0,0,640.1448800130215,636.3345194233668,644.3363447164355,641.2879129989344,628.7138061523438,629.765309717901,628.7138061523438,640.144775390625,946539.0,312381.0,634.4293430826826,638.2396474069959,629.6663255580909,636.7155850333397,1
2015,631.0000177229293,643.9553157901544,631.0000177229293,642.43115234375,782426,0,0,0,1,0,0,626.8085422294631,640.1448800130215,634.8103842041287,644.3363447164355,625.6654045707581,628.7138061523438,632.5241088867188,628.7138061523438,934011.0,946539.0,629.6663255580909,634.4293430826826,636.7155850333397,653.1001655082761,1
2015,655.0053847274896,666.055431171839,649.289757478915,651.1949462890625,1058523,0,0,0,0,1,0,631.0000177229293,626.8085422294631,643.9553157901544,634.8103842041287,631.0000177229293,625.6654045707581,642.43115234375,632.5241088867188,782426.0,934011.0,636.7155850333397,629.6663255580909,653.1001655082761,649.6708376365632,0
2015,653.1002201950014,654.6243834634034,645.4794038529913,646.241455078125,580602,0,0,0,0,0,1,655.0053847274896,631.0000177229293,666.055431171839,643.9553157901544,649.289757478915,631.0000177229293,651.1949462890625,642.43115234375,1058523.0,782426.0,653.1001655082761,636.7155850333397,649.6708376365632,639.3826937881074,0
