Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00+00:00,628.7137421084823,630.618931027547,620.8948409460995,624.5222778320312,385199,0.0,0.0
2015-01-05 00:00:00+00:00,624.141181418623,627.9515588245604,610.835330380374,611.947998046875,416491,0.0,0.0
2015-01-06 00:00:00+00:00,615.758387870395,615.758387870395,597.0874633789062,597.0874633789062,781658,0.0,0.0
2015-01-07 00:00:00+00:00,603.1841769235853,605.447524082608,597.9258403558276,603.9462890625,743617,0.0,0.0
2015-01-08 00:00:00+00:00,607.3756131149084,611.948103279209,605.0893376236886,611.5670776367188,453541,0.0,0.0
2015-01-09 00:00:00+00:00,610.8048604978422,616.1393402116515,607.7565342458408,611.947998046875,404476,0.0,0.0
2015-01-12 00:00:00+00:00,615.7583693479613,617.2825326093916,607.3755626372954,610.4238891601562,361651,0.0,0.0
2015-01-13 00:00:00+00:00,611.5669984879015,632.5240751121373,607.3755345085493,631.7620239257812,727759,0.0,0.0
2015-01-14 00:00:00+00:00,624.9033935613907,627.189669248451,609.6618800110929,616.9015502929688,621922,0.0,0.0
2015-01-15 00:00:00+00:00,620.7118982211674,620.7118982211674,601.2789226476986,613.4722290039062,652549,0.0,0.0
2015-01-16 00:00:00+00:00,614.996353194422,624.5223598590616,612.7101991730353,622.2361450195312,591846,0.0,0.0
2015-01-19 00:00:00+00:00,624.9033100631198,629.8568256323459,622.6170954996832,626.0464477539062,518026,0.0,0.0
2015-01-20 00:00:00+00:00,629.4758246951809,629.4758246951809,620.7119309038088,621.0929565429688,433035,0.0,0.0
2015-01-21 00:00:00+00:00,618.0445014924067,621.8548787292801,616.5203384340319,619.5686645507812,327332,0.0,0.0
2015-01-22 00:00:00+00:00,621.0930071906943,625.6654976878986,618.8067315330203,622.2361450195312,491585,0.0,0.0
2015-01-23 00:00:00+00:00,629.8568050838632,631.380968349142,626.0464273297334,628.3327026367188,492788,0.0,0.0
2015-01-26 00:00:00+00:00,625.6654727920486,628.3327740138192,618.8067069100875,627.1896362304688,411293,0.0,0.0
2015-01-27 00:00:00+00:00,628.3326922265488,629.4757690429688,624.903279322889,629.4757690429688,1701481,0.0,0.0
2015-01-28 00:00:00+00:00,628.7136671712257,635.1913452148438,626.046366511573,635.1913452148438,731213,0.0,0.0
2015-01-29 00:00:00+00:00,629.4757648207708,639.001708984375,629.0947392178532,639.001708984375,411501,0.0,0.0
2015-01-30 00:00:00+00:00,644.3362668879272,644.3362668879272,635.1914089039801,639.3827514648438,1138731,0.0,0.0
2015-02-02 00:00:00+00:00,642.8120941777739,642.8120941777739,630.6189098328196,633.667236328125,428330,0.0,0.0
2015-02-03 00:00:00+00:00,632.5241013806744,640.5258824422498,631.4572296754692,637.8585815429688,527546,0.0,0.0
2015-02-04 00:00:00+00:00,639.0017334726177,639.0017334726177,633.2862275735548,634.0482788085938,521330,0.0,0.0
2015-02-05 00:00:00+00:00,625.6654081146693,632.9051380851607,623.3791327843093,629.8568115234375,458669,0.0,0.0
2015-02-06 00:00:00+00:00,622.2360524127778,635.5724354311756,622.2360524127778,632.5241088867188,439701,0.0,0.0
2015-02-09 00:00:00+00:00,624.9033166419111,629.8568322632864,621.0929387233568,627.5706176757812,700833,0.0,0.0
2015-02-10 00:00:00+00:00,626.0464702243243,635.5724760804728,626.0464702243243,634.8104248046875,732355,0.0,0.0
2015-02-11 00:00:00+00:00,634.4292843685217,635.1913963976017,629.4757690429688,629.4757690429688,199611,0.0,0.0
2015-02-12 00:00:00+00:00,624.5222033943611,640.1447385049931,624.5222033943611,635.1913452148438,356404,0.0,0.0
2015-02-13 00:00:00+00:00,634.4293008433984,638.620643430579,632.5241119484245,636.715576171875,589688,0.0,0.0
2015-02-16 00:00:00+00:00,636.334602321653,638.2396697353322,630.6570465092027,631.0,211314,0.0,0.0
2015-02-17 00:00:00+00:00,640.1448195683337,644.3362838759751,629.4757980330597,639.7637939453125,434209,0.0,0.0
