Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00+00:00,477.60570630835804,503.7242305926808,477.60570630835804,497.58306884765625,13401,0.0,0.0
2010-01-05 00:00:00+00:00,506.831773212412,509.86539233770526,506.831773212412,497.58306884765625,10729,0.0,0.0
2010-01-06 00:00:00+00:00,497.58306884765625,497.58306884765625,497.58306884765625,497.58306884765625,0,0.0,0.0
2010-01-07 00:00:00+00:00,507.0537518324955,507.0537518324955,503.1322937011719,503.1322937011719,6169,0.0,0.0
2010-01-08 00:00:00+00:00,503.1322937011719,503.1322937011719,503.1322937011719,503.1322937011719,0,0.0,0.0
2010-01-11 00:00:00+00:00,503.1322937011719,503.1322937011719,503.1322937011719,503.1322937011719,0,0.0,0.0
2010-01-12 00:00:00+00:00,499.4327392578125,499.4327392578125,499.4327392578125,499.4327392578125,0,0.0,0.0
2010-01-13 00:00:00+00:00,496.3991989379463,496.3991989379463,496.3991989379463,503.1322937011719,3017,0.0,0.0
2010-01-14 00:00:00+00:00,501.2824401855469,501.2824401855469,501.2824401855469,501.2824401855469,0,0.0,0.0
2010-01-15 00:00:00+00:00,492.03366796660436,492.03366796660436,492.03366796660436,499.4327392578125,1862,0.0,0.0
2010-01-18 00:00:00+00:00,501.2824401855469,501.2824401855469,501.2824401855469,501.2824401855469,0,0.0,0.0
2010-01-19 00:00:00+00:00,499.4327392578125,499.4327392578125,499.4327392578125,499.4327392578125,0,0.0,0.0
2010-01-20 00:00:00+00:00,492.0337165097852,492.0337165097852,492.0337165097852,484.634765625,6705,0.0,0.0
2010-01-21 00:00:00+00:00,484.634765625,484.634765625,484.634765625,484.634765625,0,0.0,0.0
2010-01-22 00:00:00+00:00,480.93524169921875,480.93524169921875,480.93524169921875,480.93524169921875,0,0.0,0.0
2010-01-25 00:00:00+00:00,480.93524169921875,480.93524169921875,480.93524169921875,480.93524169921875,0,0.0,0.0
2010-01-26 00:00:00+00:00,480.93524169921875,480.93524169921875,480.93524169921875,480.93524169921875,0,0.0,0.0
2010-01-27 00:00:00+00:00,492.0336669075573,492.0336669075573,492.0336669075573,480.93524169921875,980,0.0,0.0
2010-01-28 00:00:00+00:00,469.8367675495999,469.8367675495999,451.3392694159402,458.73822021484375,40416,0.0,0.0
2010-01-29 00:00:00+00:00,450.22939075818164,450.22939075818164,450.22939075818164,453.18896484375,362,0.0,0.0
2010-02-01 00:00:00+00:00,455.4086681210001,455.4086681210001,455.4086681210001,453.18896484375,2682,0.0,0.0
2010-02-02 00:00:00+00:00,453.18896484375,453.18896484375,453.18896484375,453.18896484375,0,0.0,0.0
2010-02-03 00:00:00+00:00,453.18896484375,453.18896484375,453.18896484375,453.18896484375,0,0.0,0.0
2010-02-04 00:00:00+00:00,443.94019207087473,448.3795685529396,443.94019207087473,451.3392639160156,5890,0.0,0.0
2010-02-05 00:00:00+00:00,440.240716716504,440.240716716504,440.240716716504,451.3392639160156,333,0.0,0.0
2010-02-08 00:00:00+00:00,443.94019171110506,443.94019171110506,440.24071635973235,432.8416748046875,8181,0.0,0.0
2010-02-09 00:00:00+00:00,432.8416748046875,432.8416748046875,432.8416748046875,432.8416748046875,0,0.0,0.0
2010-02-10 00:00:00+00:00,425.4427096630746,425.4427096630746,425.4427096630746,423.5929870605469,4342,0.0,0.0
2010-02-11 00:00:00+00:00,408.4249910849589,408.4249910849589,407.31516969769314,416.5638427734375,5364,0.0,0.0
2010-02-12 00:00:00+00:00,412.4944152832031,412.4944152832031,412.4944152832031,412.4944152832031,0,0.0,0.0
2010-02-15 00:00:00+00:00,407.3151260882334,407.3151260882334,407.3151260882334,416.19384765625,2682,0.0,0.0
2010-02-16 00:00:00+00:00,418.7095778003477,418.7095778003477,418.7095778003477,416.19384765625,1341,0.0,0.0
2010-02-17 00:00:00+00:00,416.19384765625,416.19384765625,416.19384765625,416.19384765625,0,0.0,0.0
2010-02-18 00:00:00+00:00,417.3037666778076,428.99424731904196,417.3037666778076,423.5929870605469,28165,0.0,0.0
2010-02-19 00:00:00+00:00,432.8416909254882,432.8416909254882,432.8416909254882,423.5929870605469,2289,0.0,0.0
2010-02-22 00:00:00+00:00,425.8126602404003,425.8126602404003,425.07278936984983,423.5929870605469,1640,0.0,0.0
2010-02-23 00:00:00+00:00,419.8935241699219,419.8935241699219,419.8935241699219,419.8935241699219,0,0.0,0.0
2010-02-24 00:00:00+00:00,423.5929870605469,423.5929870605469,423.5929870605469,423.5929870605469,0,0.0,0.0
2010-02-25 00:00:00+00:00,425.442626953125,425.442626953125,425.442626953125,425.442626953125,0,0.0,0.0
2010-02-26 00:00:00+00:00,428.0322804909527,428.0322804909527,428.0322804909527,425.442626953125,670,0.0,0.0
2010-03-01 00:00:00+00:00,427.66241312702897,432.8416909254882,427.66241312702897,423.5929870605469,5364,0.0,0.0
2010-03-02 00:00:00+00:00,432.84171815351345,432.84171815351345,432.84171815351345,429.1422424316406,10729,0.0,0.0
2010-03-03 00:00:00+00:00,436.5412292480469,436.5412292480469,436.5412292480469,436.5412292480469,16764,0.0,0.0
2010-03-04 00:00:00+00:00,434.69146728515625,434.69146728515625,434.69146728515625,434.69146728515625,0,0.0,0.0
2010-03-05 00:00:00+00:00,434.69146728515625,434.69146728515625,434.69146728515625,434.69146728515625,0,0.0,0.0
2010-03-08 00:00:00+00:00,439.13079612937173,443.9401224207445,432.84160724658784,435.0613708496094,130066,0.0,0.0
2010-03-09 00:00:00+00:00,443.9402182707211,458.7382416979327,443.9402182707211,456.88848876953125,207361,0.0,0.0
2010-03-10 00:00:00+00:00,462.43764766371834,472.8703071209435,462.43764766371834,473.53619384765625,21459,0.0,0.0
