close,open,pre_close,high
497.9900207519531,497.9900207519531,497.9900207519531,497.9900207519531
503.5437622070313,507.4684273607192,497.9900207519531,507.4684273607192
503.5437622070313,503.5437622070313,503.5437622070313,503.5437622070313
503.5437622070313,503.5437622070313,503.5437622070313,503.5437622070313
499.8412170410156,499.8412170410156,503.5437622070313,499.8412170410156
503.5437622070313,496.805161026355,499.8412170410156,496.805161026355
501.6925354003906,501.6925354003906,503.5437622070313,501.6925354003906
499.8412170410156,492.4360941716845,501.6925354003906,492.4360941716845
501.6925354003906,501.6925354003906,499.8412170410156,501.6925354003906
499.8412170410156,499.8412170410156,501.6925354003906,499.8412170410156
485.0311584472656,492.4361610873748,499.8412170410156,492.4361610873748
485.0311584472656,485.0311584472656,485.0311584472656,485.0311584472656
481.3286437988281,481.3286437988281,485.0311584472656,481.3286437988281
481.3286437988281,481.3286437988281,481.3286437988281,481.3286437988281
481.3286437988281,481.3286437988281,481.3286437988281,481.3286437988281
481.3286437988281,492.436147451416,481.3286437988281,492.436147451416
459.1134033203125,470.2210277000406,481.3286437988281,470.2210277000406
453.5596618652344,450.5976669235033,459.1134033203125,450.5976669235033
453.5596618652344,455.7811808031851,453.5596618652344,455.7811808031851
453.5596618652344,453.5596618652344,453.5596618652344,453.5596618652344
453.5596618652344,453.5596618652344,453.5596618652344,453.5596618652344
451.70843505859375,444.3033111722823,453.5596618652344,448.7463188245538
451.70843505859375,440.60080984686783,451.70843505859375,440.60080984686783
433.1957092285156,444.3033039508345,451.70843505859375,444.3033039508345
433.1957092285156,433.1957092285156,433.1957092285156,433.1957092285156
423.9393310546875,425.79056605315606,433.1957092285156,425.79056605315606
416.904541015625,408.75903274253926,423.9393310546875,408.75903274253926
412.8317565917969,412.8317565917969,416.904541015625,412.8317565917969
416.5342712402344,407.6482873682832,412.8317565917969,407.6482873682832
416.5342712402344,419.0520591126642,416.5342712402344,419.0520591126642
416.5342712402344,416.5342712402344,416.5342712402344,416.5342712402344
423.9393310546875,417.64496839203815,416.5342712402344,429.3450075667761
423.9393310546875,433.1955969736171,423.9393310546875,433.1955969736171
423.9393310546875,426.1608191146222,423.9393310546875,426.1608191146222
420.2368774414063,420.2368774414063,423.9393310546875,420.2368774414063
423.9393310546875,423.9393310546875,420.2368774414063,423.9393310546875
425.7906188964844,425.7906188964844,423.9393310546875,425.7906188964844
425.7906188964844,428.3823906484029,425.7906188964844,428.3823906484029
423.9393310546875,428.012084421953,425.7906188964844,433.1955969736171
429.4931335449219,433.1956341686251,423.9393310546875,433.1956341686251
436.8983154296875,436.8983154296875,429.4931335449219,436.8983154296875
435.0469970703125,435.0469970703125,436.8983154296875,435.0469970703125
435.0469970703125,435.0469970703125,435.0469970703125,435.0469970703125
435.417236328125,439.4899902600535,435.0469970703125,444.30325041758095
457.2620849609375,444.3032267045836,435.417236328125,459.1133504261309
473.9235229492188,462.81589870540296,457.2620849609375,473.2570915602163
477.62603759765625,435.0470172238216,473.9235229492188,477.62603759765625
485.0311584472656,485.0311584472656,477.62603759765625,485.0311584472656
518.3538818359375,485.0311578353896,485.0311584472656,510.94887920516993
522.0563354492188,529.4614582089197,518.3538818359375,530.572217530215
518.3538818359375,518.3538818359375,522.0563354492188,518.3538818359375
503.9140319824219,512.4298849116916,518.3538818359375,512.4298849116916
509.0975341796875,513.5406325842424,503.9140319824219,513.5406325842424
507.2462463378906,507.2462463378906,509.0975341796875,507.2462463378906
510.2081909179688,508.7271786205014,507.2462463378906,509.4676847692351
527.6101684570312,518.3537805866904,510.2081909179688,526.4994091867178
527.6101684570312,538.3474474523315,527.6101684570312,538.3474474523315
523.90771484375,519.6127657444553,527.6101684570312,519.6127657444553
527.6101684570312,527.6101684570312,523.90771484375,527.6101684570312
527.9805297851562,531.3127476614847,527.6101684570312,533.9045198235391
523.90771484375,529.8318264625236,527.9805297851562,529.8318264625236
507.2462463378906,510.94883828334594,523.90771484375,510.94883828334594
507.2462463378906,518.353840321048,507.2462463378906,518.353840321048
507.2462463378906,515.7621290093808,507.2462463378906,516.1323821421527
499.8412170410156,496.138716224083,507.2462463378906,496.138716224083
499.8412170410156,499.8412170410156,499.8412170410156,499.8412170410156
503.5437622070313,510.94885541969165,499.8412170410156,510.94885541969165
518.3538818359375,514.6514108294242,503.5437622070313,514.6514108294242
522.0563354492188,522.0563354492188,518.3538818359375,522.0563354492188
516.5026245117188,520.9456013946599,522.0563354492188,535.4595481439625
525.7587890625,524.6480903945122,516.5026245117188,524.6480903945122
525.7587890625,533.163911585016,525.7587890625,533.163911585016
526.8696899414062,526.8696899414062,525.7587890625,526.8696899414062
523.90771484375,514.6514457723881,526.8696899414062,522.7229410141914
523.1671752929688,514.6514131367463,523.90771484375,526.4995143874785
523.1671752929688,529.4615397001616,523.1671752929688,529.4615397001616
522.0563354492188,516.1323463533756,523.1671752929688,536.4962066260581
522.0563354492188,522.0563354492188,522.0563354492188,522.0563354492188
522.0563354492188,522.0563354492188,522.0563354492188,522.0563354492188
522.0563354492188,522.0563354492188,522.0563354492188,522.0563354492188
523.90771484375,523.90771484375,522.0563354492188,523.90771484375
516.5026245117188,533.0232607587072,523.90771484375,533.0232607587072
520.2051391601562,520.2051391601562,516.5026245117188,520.2051391601562
503.5437622070313,510.94885541969165,520.2051391601562,510.94885541969165
501.6925354003906,492.4361757437109,503.5437622070313,503.5438012699522
507.2462463378906,507.2462463378906,501.6925354003906,513.1703570799774
503.5437622070313,499.8412610640048,507.2462463378906,499.8412610640048
488.7336730957031,492.4361745167296,503.5437622070313,492.4361745167296
488.7336730957031,493.9171872086888,488.7336730957031,493.9171872086888
494.2874145507813,496.13877124559457,488.7336730957031,496.13877124559457
494.2874145507813,507.0722717066096,494.2874145507813,507.0722717066096
505.3950500488281,503.5437842418698,494.2874145507813,507.246285546916
490.5848693847656,490.5848693847656,505.3950500488281,490.5848693847656
471.7020263671875,485.0311397165812,490.5848693847656,485.0311397165812
471.7020263671875,479.8475350185226,471.7020263671875,479.8475350185226
470.2210388183594,470.2210388183594,471.7020263671875,470.2210388183594
464.6673278808594,464.6673278808594,470.2210388183594,464.6673278808594
464.6673278808594,473.9235969883147,464.6673278808594,473.9235969883147
464.6673278808594,464.6673278808594,464.6673278808594,464.6673278808594
464.6673278808594,464.6673278808594,464.6673278808594,464.6673278808594
463.1861572265625,470.2210274182953,464.6673278808594,470.5912502449005
463.1861572265625,463.1861572265625,463.1861572265625,463.1861572265625
463.1861572265625,473.9235284641618,463.1861572265625,473.9235284641618
468.3697814941406,473.9235484516013,463.1861572265625,473.9235484516013
459.1134033203125,455.41090227222753,468.3697814941406,460.90914315198216
459.1134033203125,451.33814808844727,459.1134033203125,451.33814808844727
462.0753784179688,462.1494835979148,459.1134033203125,462.1494835979148
466.51849365234375,467.2589999194634,462.0753784179688,467.2589999194634
471.7020263671875,471.7020263671875,466.51849365234375,471.7020263671875
471.7020263671875,471.7020263671875,471.7020263671875,471.7020263671875
470.5911865234375,470.5911865234375,471.7020263671875,470.5911865234375
470.5911865234375,470.5911865234375,470.5911865234375,470.5911865234375
470.5911865234375,481.32855630711896,470.5911865234375,481.32855630711896
470.5911865234375,470.5911865234375,470.5911865234375,470.5911865234375
471.3317565917969,463.55641043673256,470.5911865234375,463.55641043673256
469.850830078125,469.850830078125,471.3317565917969,469.850830078125
472.0722961425781,472.0722961425781,469.850830078125,472.0722961425781
473.9235229492188,469.1102625529427,472.0722961425781,481.3286158813853
489.8443603515625,481.32859924680736,473.9235229492188,501.3222373298711
490.5848693847656,485.0311028864383,489.8443603515625,497.9899621032253
