high
372.0166446112983
503.0429129188437
480.9583625211131
664.7553180532132
501.01798704316406
628.9870619624108
450.5976669235033
709.5949562622611
558.9366455078125
681.7313866645555
691.008023659432
677.004067193626
691.0839206539345
682.9468766477171
597.9701086224256
362.6064758300781
570.7237219163126
629.367604473075
676.1898409639324
618.9714357507116
721.8159205707519
718.7735312159207
398.5529086558492
683.480080052426
640.3775470389241
541.015888935084
716.8974590083228
687.3464773136453
488.7336485099608
385.5149536132813
492.2083334364648
741.149501270774
547.5414557234343
689.3412407638543
498.10002372696135
414.998456181239
376.6184998493817
539.817610649286
540.9392626576542
560.8377864320626
621.9667274535484
629.4407232080418
496.01210534725664
738.3778214389675
673.5409181923908
821.9130290235873
733.1745388118187
650.116620309178
491.63615959994434
395.3601732084458
676.6151296158869
385.8856172634638
496.6036035269764
568.9753948418025
512.54873451758
677.1249330448098
691.6752607129714
444.3033039508345
372.5409723860618
606.264825971503
535.9869077308156
700.359791468196
695.9342774282837
657.2033948316059
716.9822405064943
616.4301664372496
631.6507820024885
633.5533170462451
388.5520238791273
418.8769226074219
511.2272311504464
620.3703815223793
624.8014202277317
676.6772978274039
697.7255249023438
720.5851211765032
503.54373182568935
376.0924377441406
648.3932934181483
663.02329888034
520.751562023628
651.6428148189718
644.2108997199886
504.6685719126242
372.1702845192209
557.4156820785237
676.0060482264354
720.5851709185175
710.4780856258287
530.492175751173
677.3733506862751
739.9610501366805
702.8675058603785
683.8425945363277
673.7830233996431
362.604999509391
654.884504152379
755.1692536382984
592.4347340392504
631.8463563424295
636.7844653564234
706.4489474372677
614.3372910746325
422.2586059570313
605.2336751446768
662.8127152594094
540.7677384144713
427.6418438158932
465.22575913175865
708.3883332059053
653.8367841286521
671.1434047589881
635.9345943417514
379.5839782626585
644.9223434128369
541.8262885570839
587.453929212491
574.750169952316
713.3699896154269
688.3209635542268
678.7696348441476
576.6991677614052
663.4710571821403
719.0022464274984
544.9782810000036
649.4486541514099
388.181656006595
631.8960077239637
485.7339943670482
732.246024092331
470.2209710282957
661.9160889957942
492.386371663754
503.5437622070313
664.3116742363376
592.3161875144931
524.6480903945122
532.0924752992112
566.161079629146
610.9919786573782
583.651611328125
438.5563758452857
489.35477966396246
572.0828959569274
530.2019474408316
665.2618292192954
676.3799594988601
741.7556547092796
626.3235949039093
716.5984234817472
471.7020263671875
381.8080751022301
627.906711604002
716.74565036847
494.2788214811984
550.2591772363837
515.3918620657669
420.0362696916532
498.36019542349874
657.626663127401
709.0856944466027
592.2030176370354
707.3550886773651
639.641584783785
687.9943659442202
468.62082199339886
388.6905935069076
643.2651721049729
677.3197524015106
393.1370219056483
651.9382952859676
566.2201022547561
624.5008168999707
543.163161884258
688.768777984338
707.1300347332358
712.7306440261228
487.50762772234623
602.2122802734375
703.3151469195461
690.3322143554688
538.7845357404715
662.7589268625337
719.688099860407
624.6076842865683
652.7810979052535
653.9229348337082
673.7420433111461
684.4765857257673
416.70248619620025
698.121811094949
495.7615354806571
694.539321905424
497.7156949596883
488.2139992007546
566.3791935971451
521.1168939081849
484.79194114237487
588.8291015625
637.3501337920918
638.5000090489084
769.8201543641488
667.5388737878664
522.2508448891658
669.4572344879606
493.9271474323256
628.4205637177122
543.7427825497415
420.2368774414063
688.0937115001828
427.1182477300182
624.0404663085938
680.2597670861406
631.794003529568
661.5899225129895
662.6773255007299
631.8959690863525
643.5274688528394
724.8260051325371
684.9746535929751
559.6888629517268
414.7993013001732
568.0166504859407
705.834597939107
371.799521561708
536.4962066260581
454.7409094649657
571.8644855949875
499.8412170410156
697.6953385954382
621.9806924498782
692.133617378182
673.990236336753
364.6058044433594
549.2040184901664
637.4631093412336
622.7112469425681
535.4595481439625
684.7534522912119
419.0520591126642
485.1721957412044
631.6507084459341
576.1092192568136
558.9367513618641
687.1985066561023
510.2604612053119
495.9811706542969
677.1285867051112
691.2832743349616
676.9014956657363
539.418183253566
